ID,year,month,mean,lon,lat
6,2015,8,55.06666667,-105.545635,40.278129
6,2016,6,55.90909091,-105.545635,40.278129
6,2016,7,56.32142857,-105.545635,40.278129
6,2016,8,55.06451613,-105.545635,40.278129
7,1990,6,53.45833333,-106.98587,38.95627
7,1990,7,50.44827586,-106.98587,38.95627
7,1990,8,47.36666667,-106.98587,38.95627
7,1991,6,53.63333333,-106.98587,38.95627
7,1991,7,49.43333333,-106.98587,38.95627
7,1991,8,45.46666667,-106.98587,38.95627
7,1992,6,54.75,-106.98587,38.95627
7,1992,7,47.03225806,-106.98587,38.95627
7,1992,8,47.5862069,-106.98587,38.95627
7,1993,6,55.20689655,-106.98587,38.95627
7,1993,7,49.96774194,-106.98587,38.95627
7,1993,8,46.22580645,-106.98587,38.95627
7,1994,6,51.35714286,-106.98587,38.95627
7,1994,7,58.06451613,-106.98587,38.95627
7,1994,8,53.56666667,-106.98587,38.95627
7,1995,6,52.2,-106.98587,38.95627
7,1995,7,49.96774194,-106.98587,38.95627
7,1995,8,51.58064516,-106.98587,38.95627
7,1996,6,55.17241379,-106.98587,38.95627
7,1996,7,52.41935484,-106.98587,38.95627
7,1996,8,53.56666667,-106.98587,38.95627
7,1997,6,56,-106.98587,38.95627
7,1997,7,52.41935484,-106.98587,38.95627
7,1997,8,44.96774194,-106.98587,38.95627
7,1998,6,59.06896552,-106.98587,38.95627
7,1998,7,53.83870968,-106.98587,38.95627
7,1998,8,50.23333333,-106.98587,38.95627
7,1999,6,57,-106.98587,38.95627
7,1999,7,48.4516129,-106.98587,38.95627
7,1999,8,47.90322581,-106.98587,38.95627
7,2000,6,56.53571429,-106.98587,38.95627
7,2000,7,56,-106.98587,38.95627
7,2000,8,59.89655172,-106.98587,38.95627
7,2001,6,54.2,-106.98587,38.95627
7,2001,7,51.67741935,-106.98587,38.95627
7,2001,8,55.12903226,-106.98587,38.95627
7,2002,6,63.06666667,-106.98587,38.95627
7,2002,7,57.06666667,-106.98587,38.95627
7,2002,8,58.90322581,-106.98587,38.95627
7,2003,6,60.5862069,-106.98587,38.95627
7,2003,7,58.29032258,-106.98587,38.95627
7,2003,8,53.65517241,-106.98587,38.95627
7,2004,6,53.77777778,-106.98587,38.95627
7,2004,7,52.32258065,-106.98587,38.95627
7,2004,8,53.25806452,-106.98587,38.95627
7,2005,6,54.6,-106.98587,38.95627
7,2005,7,56.16129032,-106.98587,38.95627
7,2005,8,48.48387097,-106.98587,38.95627
7,2006,6,57.37931034,-106.98587,38.95627
7,2006,7,53.48387097,-106.98587,38.95627
7,2006,8,49.48387097,-106.98587,38.95627
7,2007,6,55.48275862,-106.98587,38.95627
7,2007,7,51.4516129,-106.98587,38.95627
7,2007,8,53.35483871,-106.98587,38.95627
7,2008,6,-9999,-106.98587,38.95627
7,2008,7,54,-106.98587,38.95627
7,2008,8,48.41935484,-106.98587,38.95627
7,2009,6,48.88888889,-106.98587,38.95627
7,2009,7,48.83870968,-106.98587,38.95627
7,2009,8,52.22580645,-106.98587,38.95627
7,2010,6,45.16666667,-106.98587,38.95627
7,2010,7,43.93548387,-106.98587,38.95627
7,2010,8,40.93548387,-106.98587,38.95627
7,2011,6,57.90909091,-106.98587,38.95627
7,2011,7,50.13333333,-106.98587,38.95627
7,2011,8,52.03225806,-106.98587,38.95627
7,2012,6,-9999,-106.98587,38.95627
